date,unit_sales,day_of_week,is_holiday,locale,holiday_type,dcoilwtico,oil_lag_7,month,month_name,year,is_national_holiday,before_1,before_2,after_1,cpi,min_wage,day_of_month,ALLSKY_SFC_SW_DWN,PRECTOTCORR,T2M,T2M_MAX,T2M_MIN,is_sunny,is_rainy,solar_7d
2013-02-04,411.0,Monday,0,,Non-holiday,96.21,95.95,2,February,2013,0,0.0,0.0,0.0,142.6060661088859,318.0,4,7.23,19.05,16.03,18.73,14.47,0,1,12.778571428571427
2013-02-05,272.0,Tuesday,0,,Non-holiday,96.68,97.62,2,February,2013,0,0.0,0.0,0.0,142.6060661088859,318.0,5,10.49,5.14,16.23,18.96,14.44,0,1,11.790000000000001
2013-02-06,461.0,Wednesday,0,,Non-holiday,96.44,97.98,2,February,2013,0,0.0,0.0,0.0,142.6060661088859,318.0,6,11.3,13.85,16.73,21.47,13.91,0,1,11.45142857142857
2013-02-07,397.0,Thursday,0,,Non-holiday,95.84,97.65,2,February,2013,0,0.0,0.0,0.0,142.6060661088859,318.0,7,12.51,8.15,16.7,20.74,13.98,0,1,11.305714285714286
2013-02-08,226.0,Friday,0,,Non-holiday,95.71,97.46,2,February,2013,0,0.0,0.0,0.0,142.6060661088859,318.0,8,12.48,5.39,15.88,18.92,14.29,0,1,11.171428571428569
2013-02-09,377.0,Saturday,0,,Non-holiday,95.71,97.46,2,February,2013,0,0.0,1.0,0.0,142.6060661088859,318.0,9,11.6,5.25,15.52,18.17,13.67,0,1,11.090000000000002
2013-02-10,356.0,Sunday,0,,Non-holiday,95.71,97.46,2,February,2013,0,1.0,1.0,0.0,142.6060661088859,318.0,10,12.28,18.01,16.51,20.47,14.19,0,1,11.127142857142857
2013-02-11,407.0,Monday,1,National,National,97.01,96.21,2,February,2013,1,1.0,0.0,0.0,142.6060661088859,318.0,11,13.62,15.12,16.12,19.41,14.01,0,1,12.039999999999997
2013-02-12,469.0,Tuesday,1,National,National,97.48,96.68,2,February,2013,1,0.0,0.0,1.0,142.6060661088859,318.0,12,11.79,6.33,16.3,20.8,13.28,0,1,12.225714285714286
2013-02-13,277.0,Wednesday,0,,Non-holiday,97.03,96.44,2,February,2013,0,0.0,0.0,1.0,142.6060661088859,318.0,13,12.32,10.72,16.4,20.87,14.06,0,1,12.37142857142857
2013-02-14,280.0,Thursday,0,,Non-holiday,97.3,95.84,2,February,2013,0,0.0,0.0,0.0,142.6060661088859,318.0,14,11.61,4.19,16.47,20.8,13.8,0,0,12.242857142857142
2013-02-15,304.0,Friday,0,,Non-holiday,95.95,95.71,2,February,2013,0,0.0,0.0,0.0,142.6060661088859,318.0,15,15.21,5.6,17.3,22.5,14.27,1,1,12.632857142857144
2013-02-16,576.0,Saturday,0,,Non-holiday,95.95,95.71,2,February,2013,0,0.0,0.0,0.0,142.6060661088859,318.0,16,9.87,8.61,16.6,21.73,13.37,0,1,12.385714285714284
2013-02-17,395.0,Sunday,0,,Non-holiday,95.95,95.71,2,February,2013,0,0.0,0.0,0.0,142.6060661088859,318.0,17,9.23,8.11,15.92,20.38,13.28,0,1,11.95
2013-02-18,417.0,Monday,0,,Non-holiday,95.95,97.01,2,February,2013,0,0.0,0.0,0.0,142.6060661088859,318.0,18,13.22,3.99,16.64,20.33,13.73,0,0,11.892857142857142
2013-02-19,244.0,Tuesday,0,,Non-holiday,96.69,97.48,2,February,2013,0,0.0,0.0,0.0,142.6060661088859,318.0,19,11.17,1.38,17.17,22.52,12.45,0,0,11.804285714285713
2013-02-20,339.0,Wednesday,0,,Non-holiday,94.92,97.03,2,February,2013,0,0.0,0.0,0.0,142.6060661088859,318.0,20,11.34,0.81,17.23,22.7,12.91,0,0,11.664285714285715
2013-02-21,457.0,Thursday,0,,Non-holiday,92.79,97.3,2,February,2013,0,0.0,0.0,0.0,142.6060661088859,318.0,21,12.98,1.13,17.56,22.96,13.84,0,0,11.860000000000001
2013-02-22,186.0,Friday,0,,Non-holiday,93.12,95.95,2,February,2013,0,0.0,0.0,0.0,142.6060661088859,318.0,22,11.47,9.63,17.27,21.49,14.46,0,1,11.325714285714286
2013-02-23,497.0,Saturday,0,,Non-holiday,93.12,95.95,2,February,2013,0,0.0,0.0,0.0,142.6060661088859,318.0,23,11.85,1.73,18.11,23.25,14.69,0,0,11.608571428571427
2013-02-24,509.0,Sunday,0,,Non-holiday,93.12,95.95,2,February,2013,0,0.0,0.0,0.0,142.6060661088859,318.0,24,13.05,0.91,17.95,24.06,13.47,0,0,12.154285714285717
2013-02-25,441.0,Monday,0,,Non-holiday,92.74,95.95,2,February,2013,0,0.0,0.0,0.0,142.6060661088859,318.0,25,12.62,3.9,17.68,22.2,15.06,0,0,12.06857142857143
2013-02-26,550.0,Tuesday,0,,Non-holiday,92.63,96.69,2,February,2013,0,0.0,0.0,0.0,142.6060661088859,318.0,26,12.07,7.52,17.46,21.32,14.21,0,1,12.19714285714286
2013-02-27,388.0,Wednesday,0,,Non-holiday,92.84,94.92,2,February,2013,0,0.0,0.0,0.0,142.6060661088859,318.0,27,11.37,16.07,17.9,23.47,13.36,0,1,12.20142857142857
2013-02-28,316.0,Thursday,0,,Non-holiday,92.03,92.79,2,February,2013,0,0.0,0.0,0.0,142.6060661088859,318.0,28,13.51,3.18,17.47,22.42,14.43,0,0,12.277142857142858
2013-03-01,305.0,Friday,0,,Non-holiday,90.71,93.12,3,March,2013,0,0.0,0.0,0.0,143.231228956034,318.0,1,11.03,0.78,17.09,21.59,13.98,0,0,12.214285714285714
2013-03-02,627.0,Saturday,1,Local,Local,90.71,93.12,3,March,2013,0,0.0,0.0,0.0,143.231228956034,318.0,2,13.49,7.86,17.59,21.91,14.39,0,1,12.448571428571428
2013-03-03,853.0,Sunday,0,,Non-holiday,90.71,93.12,3,March,2013,0,0.0,0.0,0.0,143.231228956034,318.0,3,13.12,8.86,17.66,21.9,14.96,0,1,12.45857142857143
2013-03-04,554.0,Monday,0,,Non-holiday,90.13,92.74,3,March,2013,0,0.0,0.0,0.0,143.231228956034,318.0,4,12.97,7.68,17.99,24.57,13.82,0,1,12.508571428571429
2013-03-05,487.0,Tuesday,0,,Non-holiday,90.88,92.63,3,March,2013,0,0.0,0.0,0.0,143.231228956034,318.0,5,13.16,0.45,17.82,23.19,13.78,0,0,12.664285714285713
2013-03-06,458.0,Wednesday,0,,Non-holiday,90.47,92.84,3,March,2013,0,0.0,0.0,0.0,143.231228956034,318.0,6,13.31,5.41,17.69,22.9,13.9,0,1,12.941428571428572
2013-03-07,566.0,Thursday,0,,Non-holiday,91.53,92.03,3,March,2013,0,0.0,0.0,0.0,143.231228956034,318.0,7,12.81,1.87,17.98,22.49,15.19,0,0,12.84142857142857
2013-03-08,361.0,Friday,0,,Non-holiday,92.01,90.71,3,March,2013,0,0.0,0.0,0.0,143.231228956034,318.0,8,12.7,0.13,18.85,25.84,14.06,0,0,13.08
2013-03-09,549.0,Saturday,0,,Non-holiday,92.01,90.71,3,March,2013,0,0.0,0.0,0.0,143.231228956034,318.0,9,12.13,1.59,18.17,23.7,15.05,0,0,12.885714285714286
2013-03-10,591.0,Sunday,0,,Non-holiday,92.01,90.71,3,March,2013,0,0.0,0.0,0.0,143.231228956034,318.0,10,14.18,6.45,18.05,22.72,14.79,0,1,13.037142857142856
2013-03-11,296.0,Monday,0,,Non-holiday,92.07,90.13,3,March,2013,0,0.0,0.0,0.0,143.231228956034,318.0,11,14.99,4.12,18.15,22.99,14.86,0,0,13.325714285714286
2013-03-12,213.0,Tuesday,0,,Non-holiday,92.44,90.88,3,March,2013,0,0.0,0.0,0.0,143.231228956034,318.0,12,12.35,3.1,18.4,23.77,15.13,0,0,13.209999999999999
2013-03-13,620.0,Wednesday,0,,Non-holiday,92.47,90.47,3,March,2013,0,0.0,0.0,0.0,143.231228956034,318.0,13,12.99,4.79,17.85,23.25,13.75,0,0,13.164285714285715
2013-03-14,388.0,Thursday,0,,Non-holiday,93.03,91.53,3,March,2013,0,0.0,0.0,0.0,143.231228956034,318.0,14,11.67,4.53,17.54,21.44,15.24,0,0,13.001428571428571
2013-03-15,240.0,Friday,0,,Non-holiday,93.49,92.01,3,March,2013,0,0.0,0.0,0.0,143.231228956034,318.0,15,11.94,4.42,17.45,22.71,14.39,0,0,12.892857142857142
2013-03-16,779.0,Saturday,0,,Non-holiday,93.49,92.01,3,March,2013,0,0.0,0.0,0.0,143.231228956034,318.0,16,11.37,5.61,17.46,20.63,15.72,0,1,12.784285714285714
2013-03-17,695.0,Sunday,0,,Non-holiday,93.49,92.01,3,March,2013,0,0.0,0.0,0.0,143.231228956034,318.0,17,12.21,21.03,17.52,22.55,14.41,0,1,12.502857142857144
2013-03-18,465.0,Monday,0,,Non-holiday,93.71,92.07,3,March,2013,0,0.0,0.0,0.0,143.231228956034,318.0,18,9.28,11.76,16.89,19.89,15.06,0,1,11.687142857142858
2013-03-19,418.0,Tuesday,0,,Non-holiday,92.44,92.44,3,March,2013,0,0.0,0.0,0.0,143.231228956034,318.0,19,12.99,5.71,17.41,22.27,14.09,0,1,11.778571428571428
2013-03-20,522.0,Wednesday,0,,Non-holiday,93.21,92.47,3,March,2013,0,0.0,0.0,0.0,143.231228956034,318.0,20,15.07,5.65,17.59,22.13,14.06,0,1,12.075714285714286
2013-03-21,241.0,Thursday,0,,Non-holiday,92.46,93.03,3,March,2013,0,0.0,0.0,0.0,143.231228956034,318.0,21,11.81,5.41,17.17,20.81,15.3,0,1,12.095714285714285
2013-03-22,353.0,Friday,0,,Non-holiday,93.41,93.49,3,March,2013,0,0.0,0.0,0.0,143.231228956034,318.0,22,15.02,8.79,17.58,22.82,13.75,0,1,12.535714285714286
2013-03-23,544.0,Saturday,0,,Non-holiday,93.41,93.49,3,March,2013,0,0.0,0.0,0.0,143.231228956034,318.0,23,14.37,0.85,17.62,22.15,15.1,0,0,12.964285714285714
2013-03-24,529.0,Sunday,0,,Non-holiday,93.41,93.49,3,March,2013,0,0.0,0.0,0.0,143.231228956034,318.0,24,16.03,8.42,17.45,22.38,14.53,1,1,13.51
2013-03-25,413.0,Monday,0,,Non-holiday,94.55,93.71,3,March,2013,0,0.0,0.0,0.0,143.231228956034,318.0,25,16.17,6.44,18.15,23.28,15.34,1,1,14.494285714285713
2013-03-26,300.0,Tuesday,0,,Non-holiday,95.99,92.44,3,March,2013,0,0.0,0.0,0.0,143.231228956034,318.0,26,11.06,2.34,17.03,20.32,15.12,0,0,14.218571428571428
2013-03-27,353.0,Wednesday,0,,Non-holiday,96.53,93.21,3,March,2013,0,0.0,0.0,0.0,143.231228956034,318.0,27,14.03,0.86,17.42,22.76,14.42,0,0,14.070000000000002
2013-03-28,594.0,Thursday,0,,Non-holiday,97.24,92.46,3,March,2013,0,0.0,0.0,0.0,143.231228956034,318.0,28,14.88,2.14,17.3,22.15,14.12,0,0,14.508571428571429
2013-03-29,575.0,Friday,0,,Non-holiday,97.24,93.41,3,March,2013,0,0.0,0.0,0.0,143.231228956034,318.0,29,14.13,1.21,17.96,22.87,14.54,0,0,14.381428571428572
2013-03-30,577.0,Saturday,0,,Non-holiday,97.24,93.41,3,March,2013,0,0.0,0.0,0.0,143.231228956034,318.0,30,13.52,0.43,17.73,23.07,13.53,0,0,14.260000000000002
2013-03-31,643.0,Sunday,0,,Non-holiday,97.24,93.41,3,March,2013,0,0.0,0.0,0.0,143.231228956034,318.0,31,14.26,6.59,18.72,25.31,13.62,0,1,14.007142857142858
2013-04-01,431.0,Monday,1,Regional,Regional,97.1,94.55,4,April,2013,0,0.0,0.0,0.0,143.4876220629186,318.0,1,10.72,2.88,18.59,23.93,13.77,0,0,13.22857142857143
2013-04-02,527.0,Tuesday,0,,Non-holiday,97.23,95.99,4,April,2013,0,0.0,0.0,0.0,143.4876220629186,318.0,2,10.88,0.6,18.04,21.94,14.84,0,0,13.202857142857143
2013-04-03,463.0,Wednesday,0,,Non-holiday,95.02,96.53,4,April,2013,0,0.0,0.0,0.0,143.4876220629186,318.0,3,14.56,1.24,18.69,24.9,14.74,0,0,13.278571428571428
2013-04-04,305.0,Thursday,0,,Non-holiday,93.26,97.24,4,April,2013,0,0.0,0.0,0.0,143.4876220629186,318.0,4,9.73,1.05,17.38,21.34,13.69,0,0,12.542857142857144
2013-04-05,415.0,Friday,0,,Non-holiday,92.76,97.24,4,April,2013,0,0.0,0.0,0.0,143.4876220629186,318.0,5,14.27,1.16,18.02,23.15,14.96,0,0,12.562857142857142
2013-04-06,972.0,Saturday,0,,Non-holiday,92.76,97.24,4,April,2013,0,0.0,0.0,0.0,143.4876220629186,318.0,6,13.4,2.2,18.14,22.92,15.59,0,0,12.545714285714286
2013-04-07,936.0,Sunday,0,,Non-holiday,92.76,97.24,4,April,2013,0,0.0,0.0,0.0,143.4876220629186,318.0,7,9.25,2.27,18.52,23.85,15.07,0,0,11.83
2013-04-08,369.0,Monday,0,,Non-holiday,93.36,97.1,4,April,2013,0,0.0,0.0,0.0,143.4876220629186,318.0,8,11.64,2.98,17.97,24.11,14.25,0,0,11.961428571428572
2013-04-09,458.0,Tuesday,0,,Non-holiday,94.18,97.23,4,April,2013,0,0.0,0.0,0.0,143.4876220629186,318.0,9,13.55,3.99,18.02,24.79,13.15,0,0,12.342857142857143
2013-04-10,386.0,Wednesday,0,,Non-holiday,94.59,95.02,4,April,2013,0,0.0,0.0,0.0,143.4876220629186,318.0,10,15.57,6.49,17.86,22.93,13.8,1,1,12.487142857142857
2013-04-11,235.0,Thursday,0,,Non-holiday,93.44,93.26,4,April,2013,0,0.0,0.0,0.0,143.4876220629186,318.0,11,15.46,4.06,18.35,23.15,15.4,1,0,13.305714285714286
2013-04-12,358.0,Friday,1,Local,Local,91.23,92.76,4,April,2013,0,0.0,0.0,0.0,143.4876220629186,318.0,12,13.56,1.64,18.94,24.58,15.04,0,0,13.204285714285716
2013-04-13,789.0,Saturday,0,,Non-holiday,91.23,92.76,4,April,2013,0,0.0,0.0,0.0,143.4876220629186,318.0,13,11.26,2.9,18.34,24.73,14.9,0,0,12.898571428571428
2013-04-14,506.0,Sunday,1,Local,Local,91.23,92.76,4,April,2013,0,0.0,0.0,0.0,143.4876220629186,318.0,14,12.41,2.83,17.34,21.55,15.12,0,0,13.35
2013-04-15,413.0,Monday,0,,Non-holiday,88.75,93.36,4,April,2013,0,0.0,0.0,0.0,143.4876220629186,318.0,15,13.49,3.86,18.6,24.58,14.69,0,0,13.614285714285714
2013-04-16,372.0,Tuesday,0,,Non-holiday,88.73,94.18,4,April,2013,0,0.0,0.0,0.0,143.4876220629186,318.0,16,15.28,10.31,18.27,24.18,14.3,1,1,13.861428571428572
2013-04-17,400.0,Wednesday,0,,Non-holiday,86.65,94.59,4,April,2013,0,0.0,0.0,0.0,143.4876220629186,318.0,17,12.69,3.08,18.1,23.51,14.43,0,0,13.450000000000001
2013-04-18,283.0,Thursday,0,,Non-holiday,87.83,93.44,4,April,2013,0,0.0,0.0,0.0,143.4876220629186,318.0,18,12.48,2.95,17.33,21.19,15.44,0,0,13.024285714285714
2013-04-19,376.0,Friday,0,,Non-holiday,88.04,91.23,4,April,2013,0,0.0,0.0,0.0,143.4876220629186,318.0,19,14.72,24.7,17.13,20.93,15.09,0,1,13.19
2013-04-20,647.0,Saturday,0,,Non-holiday,88.04,91.23,4,April,2013,0,0.0,0.0,0.0,143.4876220629186,318.0,20,13.24,10.77,17.24,21.49,14.94,0,1,13.472857142857142
2013-04-21,683.0,Sunday,1,Local,Local,88.04,91.23,4,April,2013,0,0.0,0.0,0.0,143.4876220629186,318.0,21,14.53,16.37,16.81,19.87,14.65,0,1,13.775714285714285
2013-04-22,408.0,Monday,0,,Non-holiday,88.81,88.75,4,April,2013,0,0.0,0.0,0.0,143.4876220629186,318.0,22,14.38,7.79,16.72,20.13,14.27,0,1,13.902857142857142
2013-04-23,400.0,Tuesday,0,,Non-holiday,89.21,88.73,4,April,2013,0,0.0,0.0,0.0,143.4876220629186,318.0,23,11.97,6.34,17.01,19.78,15.0,0,1,13.430000000000001
2013-04-24,493.0,Wednesday,0,,Non-holiday,91.07,86.65,4,April,2013,0,0.0,0.0,0.0,143.4876220629186,318.0,24,25.11,0.43,18.25,25.21,12.09,1,0,15.204285714285716
2013-04-25,219.0,Thursday,0,,Non-holiday,93.27,87.83,4,April,2013,0,0.0,0.0,0.0,143.4876220629186,318.0,25,24.67,5.89,17.88,23.21,14.16,1,1,16.945714285714285
2013-04-26,491.0,Friday,0,,Non-holiday,92.63,88.04,4,April,2013,0,0.0,0.0,0.0,143.4876220629186,318.0,26,22.53,1.11,17.77,22.54,14.6,1,0,18.06142857142857
2013-04-27,755.0,Saturday,0,,Non-holiday,92.63,88.04,4,April,2013,0,0.0,1.0,0.0,143.4876220629186,318.0,27,17.91,2.87,17.08,21.16,14.42,1,0,18.728571428571428
2013-04-28,719.0,Sunday,0,,Non-holiday,92.63,88.04,4,April,2013,0,1.0,0.0,0.0,143.4876220629186,318.0,28,17.68,0.99,17.13,22.37,13.73,1,0,19.178571428571427
2013-04-29,411.0,Monday,1,National,National,94.09,88.81,4,April,2013,1,0.0,1.0,0.0,143.4876220629186,318.0,29,13.24,8.46,17.53,22.7,14.09,0,1,19.01571428571429
2013-04-30,369.0,Tuesday,0,,Non-holiday,93.22,89.21,4,April,2013,0,1.0,0.0,1.0,143.4876220629186,318.0,30,15.63,1.31,18.17,24.42,14.07,1,0,19.538571428571426
2013-05-01,705.0,Wednesday,1,National,National,90.74,91.07,5,May,2013,1,0.0,0.0,0.0,143.1749649592001,318.0,1,15.25,11.61,17.34,22.7,13.22,1,1,18.130000000000003
2013-05-02,327.0,Thursday,0,,Non-holiday,93.7,93.27,5,May,2013,0,0.0,0.0,1.0,143.1749649592001,318.0,2,15.23,7.18,17.21,20.76,14.49,1,1,16.781428571428574
2013-05-03,350.0,Friday,0,,Non-holiday,95.25,92.63,5,May,2013,0,0.0,0.0,0.0,143.1749649592001,318.0,3,12.89,7.83,17.82,22.8,14.87,0,1,15.404285714285715
2013-05-04,774.0,Saturday,0,,Non-holiday,95.25,92.63,5,May,2013,0,0.0,0.0,0.0,143.1749649592001,318.0,4,16.71,17.88,17.55,22.61,15.05,1,1,15.232857142857142
2013-05-05,715.0,Sunday,0,,Non-holiday,95.25,92.63,5,May,2013,0,0.0,0.0,0.0,143.1749649592001,318.0,5,14.34,14.81,17.05,21.71,14.32,0,1,14.755714285714287
2013-05-06,416.0,Monday,0,,Non-holiday,95.8,94.09,5,May,2013,0,0.0,0.0,0.0,143.1749649592001,318.0,6,11.12,8.73,17.28,21.8,14.4,0,1,14.452857142857143
2013-05-07,351.0,Tuesday,0,,Non-holiday,95.28,93.22,5,May,2013,0,0.0,0.0,0.0,143.1749649592001,318.0,7,10.97,8.43,17.42,22.18,14.56,0,1,13.787142857142857
2013-05-08,418.0,Wednesday,0,,Non-holiday,96.24,90.74,5,May,2013,0,0.0,0.0,0.0,143.1749649592001,318.0,8,14.19,3.72,17.45,22.33,14.65,0,0,13.635714285714286
2013-05-09,323.0,Thursday,0,,Non-holiday,96.09,93.7,5,May,2013,0,0.0,1.0,0.0,143.1749649592001,318.0,9,12.21,1.83,16.71,20.93,13.77,0,0,13.204285714285714
2013-05-10,318.0,Friday,0,,Non-holiday,95.81,95.25,5,May,2013,0,1.0,0.0,0.0,143.1749649592001,318.0,10,14.64,2.96,17.54,22.81,14.08,0,0,13.454285714285714
2013-05-11,666.0,Saturday,1,National,National,95.81,95.25,5,May,2013,1,0.0,1.0,0.0,143.1749649592001,318.0,11,14.39,2.41,17.4,22.66,13.87,0,0,13.122857142857143
2013-05-12,548.0,Sunday,1,Local,Local,95.81,95.25,5,May,2013,0,1.0,0.0,1.0,143.1749649592001,318.0,12,12.12,0.72,17.91,23.89,13.71,0,0,12.805714285714286
2013-05-13,331.0,Monday,0,,Non-holiday,94.76,95.28,5,May,2013,0,0.0,0.0,1.0,143.1749649592001,318.0,13,11.85,1.45,17.51,23.38,12.7,0,0,12.909999999999998
2013-05-14,409.0,Tuesday,0,,Non-holiday,93.96,96.24,5,May,2013,0,0.0,0.0,0.0,143.1749649592001,318.0,14,11.53,1.94,17.4,23.17,12.9,0,0,12.989999999999998
2013-05-15,471.0,Wednesday,0,,Non-holiday,93.95,96.09,5,May,2013,0,0.0,0.0,0.0,143.1749649592001,318.0,15,10.16,2.3,16.93,21.92,13.5,0,0,12.414285714285715
2013-05-16,252.0,Thursday,0,,Non-holiday,94.85,95.81,5,May,2013,0,0.0,0.0,0.0,143.1749649592001,318.0,16,9.79,2.7,17.0,22.33,14.21,0,0,12.06857142857143
2013-05-17,423.0,Friday,0,,Non-holiday,95.72,95.81,5,May,2013,0,0.0,0.0,0.0,143.1749649592001,318.0,17,13.73,1.6,17.48,22.95,13.82,0,0,11.93857142857143
